Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
3,1,Brazilian Journal of Science and Technology,04 May 2016,https://link.springer.com/article/10.1186/s40552-016-0028-1,Impact of water stress on radiation interception and radiation use efficiency of Soybeans (Glycine max L. Merr.) in Nigeria,December 2016,Omotayo B. Adeboye,Bart Schultz,Krishna Prasad,,,,,,,,Unknown,Male,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,26 April 2016,https://link.springer.com/article/10.1186/s40552-016-0025-4,Special issue on education for sustainable development,December 2016,Luis Felipe Nascimento,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,19 April 2016,https://link.springer.com/article/10.1186/s40552-016-0026-3,Self-servicing energy efficient routing strategy for smart forest,December 2016,Sandip Roy,Rajesh Bose,Debabrata Sarddar,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,22 March 2016,https://link.springer.com/article/10.1186/s40552-016-0024-5,Harnessing RAID mechanism for enhancement of data storage and security on cloud,December 2016,Sudipta Sahana,Rajesh Bose,Debabrata Sarddar,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,22 March 2016,https://link.springer.com/article/10.1186/s40552-016-0014-7,Education for sustainability in business schools by practicing social learning,December 2016,Paola Schmitt Figueiró,Bruno Anicet Bittencourt,Soraia Schutel,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,22 March 2016,https://link.springer.com/article/10.1186/s40552-016-0023-6,The Green School: a sustainable approach towards environmental education: Case study,December 2016,Lalieta Somwaru,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,17 March 2016,https://link.springer.com/article/10.1186/s40552-016-0018-3,Transformative learning to promote sustainability: inserting the third level of learning in management programs,December 2016,Lisiane Celia Palma,Eugênio Ávila Pedrozo,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,17 March 2016,https://link.springer.com/article/10.1186/s40552-016-0016-5,A bibliometric study on “education for sustainability”,December 2016,Pedro Luiz Côrtes,Rosely Rodrigues,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,14 March 2016,https://link.springer.com/article/10.1186/s40552-016-0020-9,"Environmental education in distance learning in Environmental Engineering at Federal University of São Carlos, Brazil: potentialities and limitations towards a critical techno-scientific education",December 2016,Vânia Gomes Zuin,Carolina Motta Borgonove,,,,,,,,,Unknown,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,12 March 2016,https://link.springer.com/article/10.1186/s40552-016-0015-6,From the Brazilian semiarid to university: the incorporation of a Cooperative Learning project as academic extension,December 2016,Bruno de Souza Lessa,Ana Clara Aparecida Alves de Souza,José Carlos Lázaro da Silva-Filho,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,09 March 2016,https://link.springer.com/article/10.1186/s40552-016-0017-4,Treading paths to sustainability: an analysis of the postgraduate curriculum in Business Administration,December 2016,Carolina Sampaio Marques,Marcelo Trevisan,Anderson Cougo da Cruz,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,09 March 2016,https://link.springer.com/article/10.1186/s40552-016-0022-7,Sustainable development in Business Administration programs of excellence in Brazil,December 2016,Mariane Lemos Lourenço,Adriana Roseli Wunsch Takahashi,Marcos Vinícius Pereira Correa,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,07 March 2016,https://link.springer.com/article/10.1186/s40552-016-0019-2,"Education, sustainability and social learning",December 2016,Pedro Roberto Jacobi,Renata Ferraz de Toledo,Edson Grandisoli,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,07 March 2016,https://link.springer.com/article/10.1186/s40552-016-0021-8,Sustainable energy generation and use in SIDS and beyond—introducing the L3EAP online learning approach,December 2016,Franziska Wolf,Deisi V. Becker,Maria Kowald,,,,,,,,Female,Unknown,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,Brazilian Journal of Science and Technology,20 January 2016,https://link.springer.com/article/10.1186/s40552-016-0013-8,Ecotourism community enterprises and ethnodevelopment: modelling the Kalunga empowerment possibilities in the Brazilian savannah,December 2016,Ismar Borges de Lima,Peter A. Kumble,Rosiane Dias Mota,,,,,,,,Unknown,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,Brazilian Journal of Science and Technology,01 August 2017,https://link.springer.com/article/10.1186/s40552-017-0039-6,Phenomenology and carnival production chain,December 2017,Paloma Oliveira de Carvalho Santos,Ney Madeira,Fernando da Silva Assumpção,,,,,,,,Female,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,Brazilian Journal of Science and Technology,18 April 2017,https://link.springer.com/article/10.1186/s40552-017-0040-0,Creative economy: thematic perspectives addressed and research methodologies adopted,December 2017,Luciana Lima Guilherme,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,Brazilian Journal of Science and Technology,10 March 2017,https://link.springer.com/article/10.1186/s40552-017-0038-7,Creativity and innovation for corporate happiness management,December 2017,José Augusto Nogueira Kamel,Caio Varela Martins,Marcelo Weiler de Andrade,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
