Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
2,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019166225029,A methodology for managing risk in electronic transactions over the Internet,January 2000,Rajan M. Lukose,Bernardo A. Huberman,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019122410008,Why do stored value systems fail?,January 2000,Andreas Furche,Graham Wrightson,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019174426846,Efficient algorithms to detect pricing inconsistency for customizable products,January 2000,Haifei Li,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019126510917,Introductory honors economics on the Web,January 2000,A. Norman,G. Chitra,K. Mahmood,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019118309099,"Attention, indifference, dislike, action: Web advertising involving users",January 2000,Patrick Baudisch,Dirk Leopold,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019178527755,Foreword,March 2000,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019130611825,A coordination middleware for collaborative component-oriented distributed applications,March 2000,Khalil Drira,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019182628663,Coordinating electronic commerce activities in MANIFOLD,March 2000,George A. Papadopoulos,Farhad Arbab,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019134712734,Integrating Web-based e-commerce applications with business application systems,March 2000,Martin Gaedke,Klaus Turowski,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019186729572,Conceptual Knowledge Markup Language: An introduction,March 2000,Robert E. Kent,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019138813642,Towards an agent middleware framework for e-commerce,March 2000,Larry Korba,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019190830481,Component leasing on the World Wide Web,March 2000,H.-A. Jacobsen,O. Günther,G. Riessen,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019143014551,Introduction,May 2000,Jen-Yao Chung,Kwei-Jay Lin,Sang H. Son,,,,,,,,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019195031389,"A secure, real-time stock market protocol",May 2000,Srividhya Subramanian,Mukesh Singhal,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019147115460,A conceptual annotation approach to indexing in a Web-based information system,May 2000,Elisa Bertino,Barbara Catania,Gian Piero Zarri,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019199132298,A distributed key generation technique for public key infrastructures,May 2000,Chenxi Wang,William A. Wulf,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019151216368,An advanced multimedia infrastructure for WWW-based information systems,May 2000,Franck Rousseau,Andrzej Duda,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,3,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1019103300439,A study and implementation of business-to-business e-commerce with the OBI standard,May 2000,Zhong Tian,Joanna L. Ho,Vibby Guttemukkala,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1009927623530,"Banking is essential, banks are not. The future of financial intermediation in the age of the Internet",June 2001,Hanno Beck,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1009940607600,Optimization in electronic markets: examples in combinatorial auctions,June 2001,Stan van Hoesel,Rudolf Müller,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1009992624438,A framework for analysing strategies of Internet Service Providers,June 2001,Erik Wierstra,Gabriele Kulenkampff,Hans Schaffers,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1009944726255,Effects of pricing on Internet user behavior,June 2001,Jörn Altmann,Björn Rupp,Pravin Varaiya,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011438912083,Standardising Electronic Means of Payment?,September 2001,Aloys Prinz,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011451228921,Will Online Shopping Compete More with Traditional Retailing or Catalog Shopping?,September 2001,Michael R. Ward,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011403312992,Risk Management for E-Cash Systems with Partial Real-Time Audit,September 2001,Yacov Yacobi,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011455329830,The Emerging Position of the Internet as an Advertising Medium,September 2001,Alvin J. Silk,Lisa R. Klein,Ernst R. Berndt,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011407413900,"Pricing and Cost Recovery for Internet Services: Practical Review, Classification, and Application of Relevant Models",September 2001,Burkhard Stiller,Peter Reichl,Simon Leinen,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1011459430739,Text Services and Universal Service Obligations,September 2001,Mary K. Perkins,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1014959727397,The Inefficiency of First and Second Price Auctions in Dynamic Stochastic Environments,March 2002,Dale O. Stahl,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1014978928718,Market Integration and Technological Change,March 2002,Paul W.J. de Bijl,Sanjeev Goyal,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1014926929215,Trading Portfolios Electronically – An Experimental Approach,March 2002,Sayee Srinivasan,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1014970712376,The Quality of Information in Electronic Groups,March 2002,Michael Bacharach,Oliver Board,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1017406117713,Netnomics: Intructions for Authors,March 2002,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021204127483,Arbitrated Sharing of Traffic in Telecommunication Networks: Technoeconomical Considerations,November 2002,Perambur S. Neelakanta,Daniel M. Baeza,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021236102295,Consumer Choice Behavior and Electronic Shopping Systems – A Theoretical Note,November 2002,Timo Koivumäki,Rauli Svento,Harri Oinas-Kukkonen,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021258103204,Awareness of Distributed Denial of Service Attacks' Dangers: Role of Internet Pricing Mechanisms,November 2002,Miguel A. Lejeune,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021206013952,Dynamics of Link Failure Events in Network Markets,November 2002,Giorgos Cheliotis,Chris Kenyon,,,,,,,,,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021213420802,Supply Chain Networks and Electronic Commerce: A Theoretical Perspective,November 2002,Anna Nagurney,Jon Loo,Ding Zhang,,,,,,,,Female,Male,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1021225514442,Internet Growth and Economic Theory,November 2002,Rajeev K. Goel,Edward W.T. Hsieh,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024942100896,Special Issue on the Microeconomics of the New Economy,May 2003,Toker Doganoglu,Katharina Sailer,,,,,,,,,Unknown,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024998218643,Merger Control in the New Economy,May 2003,Lars-Hendrik Röller,Christian Wey,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024969416825,The Effects of Integration on R&D Incentives in Systems Markets,May 2003,Jay Pil Choi,Gwanghoon Lee,Christodoulos Stefanadis,,,,,,,,Male,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024946201804,Sequential Product Design,May 2003,Sencer Ecer,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024994117734,Dynamic Price Competition with Consumption Externalities,May 2003,Toker Doganoglu,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024950302713,Idiosyncrasies of the Software Development Process and Their Relation to Software Patents: Theoretical Considerations and Empirical Evidence,May 2003,Knut Blind,Jakob Edler,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1024933907736,Instructions for Authors,May 2003,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1026021701904,Why Agents for Automated Negotiations Should Be Adaptive,November 2003,D.D.B. van Bragt,J.A. La Poutré,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1026058203100,The Progressive Second Price Mechanism in a Stochastic Environment,November 2003,Patrick Maillé,Bruno Tuffin,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1026071016638,Incentives for the Expansion of Network Capacity in a “Peering” Free Access Settlement,November 2003,Roberto Roson,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/A:1026052902146,Digital Security Tokens and Their Derivatives,November 2003,Kanta Matsuura,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/B:NETN.0000023381.39605.5d,On the Economics of Multicasting,April 2004,Yuval Shavitt,Peter Winkler,Avishai Wool,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/B:NETN.0000023379.66597.7c,Exchange Market for Complex Goods: Theory and Experiments,April 2004,Eugene Fink,Josh Johnson,Jenny Hu,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/B:NETN.0000023380.38300.25,Internet Interconnection Economic Model and its Analysis: Peering and Settlement,April 2004,Martin B. Weiss,Seung Jae Shin,,,,,,,,,Male,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/B:NETN.0000023413.25898.d7,Pricing Strategies and Service Differentiation,April 2004,Michel Mandjes,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,1,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1023/B:NETN.0000023470.42455.50,Instructions for Authors,April 2004,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1007/s11066-004-0834-3,On capacity sharing in network congestion epochs,August 2004,Diego Lanzi,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1007/s11066-004-2717-z,The economics of open source software for a competitive firm,August 2004,Richard E. Hawkins,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1007/s11066-004-5086-8,Indirect information exchange,August 2004,Gamal Atallah,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,2,NETNOMICS: Economic Research and Electronic Networking,,https://link.springer.com/article/10.1007/s11066-004-4339-x,Dynamic supernetworks for the integration of social networks and supply chains with electronic commerce: modeling and analysis of buyer–seller relationships with computations,August 2004,Tina Wakolbinger,Anna Nagurney,,,,,,,,,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,3,NETNOMICS: Economic Research and Electronic Networking,10 August 2005,https://link.springer.com/article/10.1007/s11066-005-2304-y,Non-binding sequential exchange between discounting agents,December 2004,Timothy Mathews,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,3,NETNOMICS: Economic Research and Electronic Networking,10 August 2005,https://link.springer.com/article/10.1007/s11066-005-2305-x,e-Honesty: when does it pay?,December 2004,Georgiy Lyudyno,Sudipta Sarangi,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,3,NETNOMICS: Economic Research and Electronic Networking,10 August 2005,https://link.springer.com/article/10.1007/s11066-005-0443-9,Will industrial districts exploit B2B? A local experience and a general assessment,December 2004,Guido Fioretti,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1,NETNOMICS: Economic Research and Electronic Networking,08 December 2005,https://link.springer.com/article/10.1007/s11066-005-9000-9,Can the HM-test be brought to an end?,April 2005,Wolfgang Briglauer,Anton Schwarz,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1,NETNOMICS: Economic Research and Electronic Networking,08 December 2005,https://link.springer.com/article/10.1007/s11066-005-9001-8,An IT professional’s dilemma: be an entrepreneur or a consultant?,April 2005,Rajeev K. Goel,Iftekhar Hasan,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1,NETNOMICS: Economic Research and Electronic Networking,31 May 2006,https://link.springer.com/article/10.1007/s11066-006-9002-2,Ensuring trust in one time exchanges: solving the QoS problem,April 2005,Bernardo A. Huberman,Fang Wu,Li Zhang,,,,,,,,Male,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1,NETNOMICS: Economic Research and Electronic Networking,31 May 2006,https://link.springer.com/article/10.1007/s11066-006-9003-1,Signalling cost with investment in compatibility,April 2005,Mikko Mustonen,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1,NETNOMICS: Economic Research and Electronic Networking,31 May 2006,https://link.springer.com/article/10.1007/s11066-006-9004-0,One-phone service and mobile market foreclosure,April 2005,Sang Taek Kim,Dong-Ju Kim,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,2,NETNOMICS: Economic Research and Electronic Networking,21 November 2006,https://link.springer.com/article/10.1007/s11066-006-9005-z,Scalability and robustness of a network resource allocation system using market-based agents,August 2005,Nadim Haque,Nicholas R. Jennings,Luc Moreau,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,2,NETNOMICS: Economic Research and Electronic Networking,07 October 2006,https://link.springer.com/article/10.1007/s11066-006-9006-y,A network modeling approach for the optimization of Internet-based advertising strategies and pricing with a quantitative explanation of two paradoxes,August 2005,Lan Zhao,Anna Nagurney,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,2,NETNOMICS: Economic Research and Electronic Networking,27 October 2006,https://link.springer.com/article/10.1007/s11066-006-9007-x,"Private peering, transit and traffic diversion",August 2005,Narine Badasyan,Subhadip Chakrabarti,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,1,NETNOMICS: Economic Research and Electronic Networking,21 October 2008,https://link.springer.com/article/10.1007/s11066-008-9029-7,Introduction to the special issue on telecommunications techno-economics,October 2007,Dimitris Varoutas,Thomas Sphicopoulos,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,1,NETNOMICS: Economic Research and Electronic Networking,01 October 2008,https://link.springer.com/article/10.1007/s11066-008-9026-x,Techno-economic evaluation of 3G and beyond mobile business alternatives,October 2007,Jarmo Harno,K. R. Renjish Kumar,Dimitris Varoutas,,,,,,,,Male,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,1,NETNOMICS: Economic Research and Electronic Networking,30 May 2008,https://link.springer.com/article/10.1007/s11066-008-9012-3,Virtual operators in the mobile industry: a techno-economic analysis,October 2007,Timo Smura,Annukka Kiiski,Heikki Hämmäinen,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
